track_type,count,count_of_stream_of_this_kind,kind_of_stream,other_kind_of_stream,stream_identifier,count_of_image_streams,image_format_list,image_format_withhint_list,codecs_image,complete_name,folder_name,file_name_extension,file_name,file_extension,format,other_format,format_extensions_usually_used,commercial_name,internet_media_type,file_size,other_file_size,stream_size,other_stream_size,proportion_of_this_stream,file_last_modification_date,file_last_modification_date__local,width,other_width,height,other_height,color_space,chroma_subsampling,bit_depth,other_bit_depth,compression_mode,other_compression_mode
Image,124,1,Image,['Image'],0,1,JPEG,JPEG,JPEG,/Users/marynalarchenko/Desktop/Документи/Папка_проєкту/example_1.jpg,/Users/marynalarchenko/Desktop/Документи/Папка_проєкту,example_1.jpg,example_1,jpg,JPEG,['JPEG'],h3d jpeg jpg jpe jps mpo,JPEG,image/jpeg,3939432,"['3.76 MiB', '4 MiB', '3.8 MiB', '3.76 MiB', '3.757 MiB']",3939432,"['3.76 MiB (100%)', '4 MiB', '3.8 MiB', '3.76 MiB', '3.757 MiB', '3.76 MiB (100%)']",1.00000,2025-01-16 13:41:27 UTC,2025-01-16 15:41:27,4096,['4 096 pixels'],3072,['3 072 pixels'],YUV,4:2:2,8,['8 bits'],Lossy,['Lossy']
Image,124,1,Image,['Image'],0,1,1,MPEG Audio,MPEG Audio,MPEG Audio,2,PNG,PNG,PNG,/Users/marynalarchenko/Desktop/Документи/Папка_проєкту/example_2.mp3,/Users/marynalarchenko/Desktop/Документи/Папка_проєкту,example_2.mp3,example_2,mp3,PNG,['PNG'],m1a mpa mpa1 mp1 m2a mpa2 mp2 mp3,PNG,image/png,6627584,"['6.32 MiB', '6 MiB', '6.3 MiB', '6.32 MiB', '6.321 MiB']",163032,"['2 min 43 s', '2 min 43 s 32 ms', '2 min 43 s', '00:02:43.032', '00:02:43.032']",320000,['320 kb/s'],22298,"['21.8 KiB (0%)', '22 KiB', '22 KiB', '21.8 KiB', '21.78 KiB', '21.8 KiB (0%)']",0.00336,Кульбаби (ukrsong.com),ukrsong.com,Кульбаби (ukrsong.com),Тоня Матвієнко,ukrsong.com,2025-01-23 09:34:36 UTC,2025-01-23 11:34:36,LAME3.100ªªªª8,['LAME3.100ªªªª8'],Yes,cover,File icon,image/png,Version 1,Layer 3,Joint stereo,Joint stereo,CBR,['Constant'],320000,['320 kb/s'],2,['2 channels'],1152,48000,['48.0 kHz'],7825536,41.667,['41.667 FPS (1152 SPF)'],6793,Lossless,['Lossless'],Portable Network Graphic,Deflate,500,['500 pixels'],500,['500 pixels'],RGBA,8,['8 bits']
